"";"Inverter: INV 1 (#1, 1/21010730236TJ9902137)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BiDirectionalMeter: MET 1 (#2, 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"";"Pac (W)";"Pdc1 (W)";"Pdc2 (W)";"Pdc3 (W)";"Yield (Wh)";"Udc1 (V)";"Udc2 (V)";"Udc3 (V)";"Temperature (°C)";"Uac (V)";"Status";"Error";"Iac (mA)";"Idc1 (mA)";"Idc2 (mA)";"Idc3 (mA)";"Pdc4 (W)";"Idc4 (mA)";"Udc4 (V)";"Pac (W)";"Yield (Wh)";"Status";"Error";"Etotal_C (WattEver)";"Pac1 (W)";"Pac2 (W)";"Pac3 (W)";"Uac1 (V)";"Uac2 (V)";"Uac3 (V)";"Qac1 (var)";"Qac2 (var)";"Qac3 (var)";"Iac1 (mA)";"Iac2 (mA)";"Iac3 (mA)";"Fac (Hz)";"Cos(Phi)";"Pac raw (W)";"Etotal Forward (Wh)";"Etotal Reverse (Wh)";"Etotal Raw (Wh)";
"2019-07-16 15:20:00";"17789";"5064";"5071";"2395";"57820";"561";"562";"539";"47";"231";"5";"0";"77015";"8975";"8980";"4390";"5540";"9340";"591";"33496";"180256";"1";"0";"6489250";"-16266";"22262";"9554";"231";"231";"230";"16940";"3604";"24822";"-92480";"98440";"115980";"50.000";"0.321";"15544";"5644160";"1323180";"4320336";
"2019-07-16 15:25:00";"13914";"3956";"3964";"1852";"58980";"563";"564";"542";"47";"230";"5";"0";"60365";"6990";"6995";"3385";"4352";"7280";"594";"31443";"182878";"1";"0";"6583613";"-16616";"23816";"10324";"230";"231";"229";"18534";"3262";"25666";"-109100";"105940";"121620";"50.000";"0.343";"17528";"5645610";"1323180";"4321749";
"2019-07-16 15:30:00";"22138";"6225";"6224";"2917";"60800";"568";"567";"545";"47";"232";"5";"0";"94955";"11020";"11020";"5360";"6922";"11520";"600";"37606";"186007";"1";"0";"6696262";"-14420";"20880";"9424";"232";"232";"230";"16234";"2244";"23074";"-95200";"92660";"109420";"49.990";"0.357";"15870";"5646830";"1323180";"4323080";
"2019-07-16 15:35:00";"30018";"8589";"8579";"4038";"63290";"551";"551";"533";"47";"233";"5";"0";"128805";"15415";"15415";"7465";"9501";"16005";"586";"44014";"189679";"1";"0";"6828460";"-12840";"18202";"8652";"232";"233";"231";"14412";"2306";"20498";"-84820";"81080";"97440";"50.000";"0.345";"14020";"5647990";"1323180";"4324249";
"2019-07-16 15:40:00";"29409";"8333";"8326";"3913";"65720";"545";"545";"524";"47";"232";"5";"0";"125845";"15280";"15270";"7470";"9157";"15965";"575";"41169";"193115";"1";"0";"6952153";"-13684";"17764";"8164";"232";"233";"231";"14430";"2534";"20330";"-87160";"79500";"96240";"50.000";"0.303";"12244";"5649050";"1323180";"4325375";
"2019-07-16 15:45:00";"20228";"5628";"5623";"2638";"67410";"537";"540";"518";"48";"231";"5";"0";"87430";"10650";"10615";"5190";"6313";"10970";"574";"37201";"196218";"1";"0";"7063873";"-15916";"22414";"10056";"231";"231";"230";"17906";"2898";"24508";"-105220";"99900";"116480";"50.000";"0.339";"16556";"5650420";"1323180";"4326573";
"2019-07-16 15:50:00";"19514";"5487";"5495";"2594";"69020";"550";"552";"531";"48";"231";"5";"0";"84435";"10015";"10010";"4865";"6096";"10350";"583";"35521";"199183";"1";"0";"7170588";"-16482";"22714";"10194";"230";"230";"230";"17954";"3018";"25586";"-106940";"101240";"120920";"50.010";"0.331";"16424";"5651800";"1323180";"4327972";
"2019-07-16 15:55:00";"25316";"7256";"7249";"3414";"71140";"548";"547";"528";"48";"232";"5";"0";"108375";"13060";"13125";"6385";"7940";"13545";"582";"39513";"202482";"1";"0";"7289355";"-14802";"19654";"9100";"231";"232";"230";"15728";"2828";"22172";"-94900";"88000";"105340";"50.010";"0.321";"13954";"5652950";"1323180";"4329212";
"2019-07-16 16:00:00";"21767";"6119";"6128";"2880";"72970";"545";"546";"526";"49";"231";"5";"0";"93690";"11240";"11290";"5485";"6661";"11745";"581";"37632";"205622";"1";"0";"7402425";"-15360";"20966";"9504";"231";"232";"230";"16870";"3058";"23516";"-100200";"93660";"111460";"50.020";"0.322";"15104";"5654230";"1323180";"4330387";
"2019-07-16 16:05:00";"21101";"5980";"5998";"2820";"74730";"552";"553";"531";"49";"234";"5";"0";"90015";"10800";"10835";"5275";"6699";"11235";"585";"28831";"208026";"1";"0";"7488965";"-7076";"10404";"5000";"233";"234";"234";"7072";"1376";"12510";"-45060";"47180";"59180";"50.020";"0.369";"8326";"5654970";"1323180";"4331499";
"2019-07-16 16:10:00";"20985";"5956";"5974";"2802";"76490";"547";"549";"528";"49";"234";"5";"0";"88775";"10830";"10850";"5300";"6530";"11280";"580";"31161";"210629";"1";"0";"7582661";"-7886";"11974";"5426";"234";"234";"234";"8422";"1432";"13492";"-51480";"53680";"63960";"50.020";"0.385";"9502";"5655790";"1323180";"4332182";
"2019-07-16 16:15:00";"16932";"4648";"4675";"2189";"77860";"555";"556";"533";"49";"231";"5";"0";"72550";"8660";"8655";"4220";"5173";"9035";"589";"32160";"213317";"1";"0";"7679429";"-15086";"21834";"9288";"231";"232";"231";"16872";"3060";"24238";"-99040";"96860";"113640";"50.010";"0.341";"16044";"5657090";"1323180";"4333302";
"2019-07-16 16:20:00";"15101";"4400";"4405";"2068";"79150";"562";"564";"535";"49";"231";"5";"0";"65525";"7570";"7575";"3715";"4928";"7895";"597";"34186";"216166";"1";"0";"7781983";"-15344";"23700";"10034";"231";"230";"230";"18354";"2862";"24412";"-104560";"105240";"115720";"50.010";"0.372";"18392";"5658620";"1323180";"4334685";
"2019-07-16 16:25:00";"18908";"5516";"5543";"2616";"80710";"565";"566";"536";"49";"231";"5";"0";"82840";"9530";"9545";"4695";"5973";"9820";"599";"34354";"219029";"1";"0";"7885059";"-15704";"22622";"9378";"231";"231";"229";"17600";"3090";"23942";"-103420";"100900";"113400";"50.000";"0.339";"16302";"5660010";"1323180";"4336201";
"2019-07-16 16:30:00";"23516";"6654";"6644";"3120";"82690";"560";"560";"537";"49";"231";"5";"0";"101370";"11905";"11880";"5790";"7448";"12450";"593";"37352";"222137";"1";"0";"7996943";"-14136";"19648";"8186";"231";"231";"231";"14848";"2866";"21892";"-90240";"88040";"102520";"50.000";"0.320";"13696";"5661200";"1323180";"4337464";
"2019-07-16 16:35:00";"17549";"4992";"4994";"2352";"84190";"555";"555";"531";"49";"231";"5";"0";"75715";"8945";"8970";"4395";"5473";"9330";"585";"34613";"225021";"1";"0";"8100790";"-16478";"22782";"9852";"230";"231";"230";"17824";"3360";"24958";"-106660";"101920";"118140";"50.010";"0.331";"16150";"5662590";"1323180";"4338725";
"2019-07-16 16:40:00";"20977";"5974";"6000";"2826";"85950";"566";"563";"539";"49";"231";"5";"0";"91605";"10490";"10600";"5170";"6530";"10965";"592";"32978";"227766";"1";"0";"8199588";"-17316";"21652";"7978";"230";"231";"230";"15680";"5452";"25120";"-103140";"99300";"116660";"50.000";"0.269";"12310";"5663610";"1323190";"4339887";
"2019-07-16 16:45:00";"24397";"6837";"6959";"3254";"87960";"564";"554";"534";"50";"232";"5";"0";"105135";"12090";"12500";"6070";"7644";"13070";"584";"39032";"231017";"1";"0";"8316647";"-13894";"19998";"8962";"230";"231";"231";"15240";"2866";"22246";"-90560";"89040";"104920";"49.990";"0.347";"15068";"5664840";"1323190";"4341062";
"2019-07-16 16:50:00";"19627";"5451";"5574";"2612";"89610";"560";"553";"531";"50";"231";"5";"0";"84615";"9740";"10110";"4915";"6088";"10495";"583";"37413";"234134";"1";"0";"8428825";"-15284";"22984";"9376";"231";"231";"230";"16828";"2832";"23720";"-99900";"101980";"112000";"50.000";"0.362";"17064";"5666250";"1323190";"4342364";
"2019-07-16 16:55:00";"18009";"5054";"5206";"2436";"91100";"569";"564";"538";"50";"231";"5";"0";"78300";"8835";"9125";"4455";"5722";"9465";"591";"32641";"236852";"1";"0";"8526694";"-14744";"21262";"8736";"231";"231";"231";"15628";"3256";"22848";"-94220";"94620";"107160";"50.010";"0.339";"15262";"5667600";"1323190";"4343816";
"2019-07-16 17:00:00";"20625";"5678";"5854";"2734";"92820";"568";"565";"540";"50";"232";"5";"0";"88840";"10115";"10505";"5115";"6427";"10705";"600";"36866";"239924";"1";"0";"8637283";"-14034";"20938";"9242";"231";"232";"232";"15496";"2962";"22884";"-91680";"92780";"107700";"50.020";"0.361";"16150";"5668970";"1323190";"4345136";
"2019-07-16 17:05:00";"20009";"5549";"5757";"2699";"94490";"582";"563";"543";"50";"232";"5";"0";"86045";"9500";"10205";"4955";"6233";"10310";"603";"36357";"242952";"1";"0";"8746292";"-14040";"21230";"9092";"232";"232";"232";"15414";"2938";"22966";"-91200";"93880";"107660";"50.030";"0.363";"16280";"5670330";"1323190";"4346515";
"2019-07-16 17:10:00";"19569";"5433";"5607";"2628";"96110";"576";"564";"547";"50";"233";"5";"0";"83965";"9470";"10005";"4810";"6012";"10015";"602";"35227";"245886";"1";"0";"8851928";"-14014";"21050";"8650";"233";"233";"232";"15824";"2730";"22386";"-92000";"92620";"104440";"50.040";"0.354";"15682";"5671610";"1323190";"4347816";
"2019-07-16 17:15:00";"16149";"4376";"4506";"2107";"97440";"580";"571";"538";"50";"233";"5";"0";"69425";"7720";"8080";"4000";"4917";"8255";"612";"31474";"248518";"1";"0";"8946668";"-14386";"20758";"8948";"233";"233";"233";"15630";"3146";"22874";"-92440";"91580";"106540";"50.020";"0.343";"15328";"5672940";"1323190";"4349128";
"2019-07-16 17:20:00";"18672";"5204";"5425";"2557";"99020";"591";"570";"533";"50";"232";"5";"0";"80280";"8685";"9425";"4720";"5906";"9540";"609";"34779";"251407";"1";"0";"9050652";"-15156";"22072";"9170";"233";"233";"232";"16108";"2812";"24014";"-96360";"97380";"111840";"50.020";"0.347";"16084";"5674290";"1323190";"4350477";
"2019-07-16 17:25:00";"13826";"3799";"3930";"1815";"100170";"581";"573";"537";"50";"232";"5";"0";"59625";"6675";"6995";"3485";"4296";"7120";"606";"32511";"254117";"1";"0";"9148214";"-17570";"25222";"10618";"232";"233";"231";"19366";"3228";"26844";"-113500";"110840";"125880";"50.000";"0.343";"18272";"5675840";"1323190";"4351891";
"2019-07-16 17:30:00";"6148";"1743";"1747";"815";"100690";"566";"566";"534";"50";"232";"5";"0";"26760";"3085";"3100";"1535";"1905";"3165";"599";"26938";"256369";"1";"0";"9229297";"-18630";"27412";"11718";"232";"232";"231";"20424";"3600";"28926";"-119960";"120440";"135720";"50.000";"0.358";"20506";"5677540";"1323190";"4353537";
"2019-07-16 17:35:00";"8737";"2464";"2458";"1152";"101410";"578";"583";"552";"50";"232";"5";"0";"38110";"4290";"4230";"2100";"2694";"4425";"610";"27106";"258625";"1";"0";"9310512";"-17858";"25924";"10840";"232";"232";"232";"19294";"3682";"27364";"-114200";"114360";"127820";"50.000";"0.350";"18906";"5679110";"1323190";"4355198";
"2019-07-16 17:40:00";"18605";"5239";"5218";"2512";"102950";"596";"599";"546";"50";"233";"5";"0";"79655";"8800";"8710";"4590";"5808";"9395";"619";"34010";"261458";"1";"0";"9412509";"-15446";"22040";"8956";"233";"233";"233";"15864";"3406";"23588";"-96160";"97280";"109360";"49.990";"0.336";"15550";"5680410";"1323190";"4356607";
"2019-07-16 17:45:00";"17845";"5045";"5085";"2445";"104440";"589";"591";"550";"50";"233";"5";"0";"76250";"8475";"8535";"4385";"5577";"9135";"609";"33826";"264269";"1";"0";"9513695";"-16320";"22802";"9386";"233";"234";"233";"16678";"3664";"24812";"-101400";"100580";"114860";"50.000";"0.327";"15864";"5681780";"1323190";"4357895";
"2019-07-16 17:50:00";"16291";"4570";"4642";"2204";"105800";"587";"583";"555";"49";"234";"5";"0";"69500";"7760";"7950";"3945";"5048";"8330";"606";"32519";"266968";"1";"0";"9610851";"-15234";"22694";"8694";"234";"233";"234";"15828";"3650";"23614";"-95260";"100100";"108580";"50.010";"0.345";"16156";"5683060";"1323190";"4359254";
"2019-07-16 17:55:00";"14311";"4142";"4086";"1958";"107020";"587";"575";"556";"49";"234";"5";"0";"60885";"6940";"6985";"3455";"4508";"7220";"614";"31579";"269598";"1";"0";"9705563";"-14940";"22726";"9166";"234";"234";"234";"16114";"3180";"23970";"-95320";"99860";"110740";"50.000";"0.362";"16954";"5684430";"1323190";"4360561";
"2019-07-16 18:00:00";"12046";"3444";"3382";"1616";"108010";"574";"567";"543";"49";"234";"5";"0";"51950";"6005";"5990";"2960";"3682";"5960";"618";"29813";"272078";"1";"0";"9794839";"-15618";"23968";"9658";"234";"234";"234";"17746";"3026";"24468";"-102340";"105140";"113800";"50.020";"0.368";"18006";"5685950";"1323190";"4362071";
"2019-07-16 18:05:00";"13879";"3985";"3950";"1876";"109170";"574";"589";"543";"49";"234";"5";"0";"59230";"6940";"6685";"3440";"4238";"6735";"630";"31895";"274732";"1";"0";"9890385";"-16044";"24384";"9652";"235";"234";"234";"18028";"3134";"24788";"-103860";"106800";"115020";"50.040";"0.364";"17992";"5687470";"1323190";"4363540";
"2019-07-16 18:10:00";"13107";"3768";"3742";"1779";"110260";"580";"590";"544";"49";"235";"5";"0";"55735";"6480";"6315";"3250";"4023";"6400";"625";"30744";"277295";"1";"0";"9982626";"-15768";"24048";"9310";"236";"234";"234";"17338";"3140";"24394";"-100780";"105040";"112720";"50.020";"0.363";"17584";"5688930";"1323190";"4365036";
"2019-07-16 18:15:00";"12491";"3565";"3538";"1685";"111300";"584";"594";"544";"49";"235";"5";"0";"53135";"6110";"5980";"3080";"3816";"6100";"626";"29258";"279734";"1";"0";"10070439";"-15268";"22754";"9278";"236";"235";"235";"16646";"2856";"23306";"-96880";"99080";"107920";"50.010";"0.361";"16764";"5690330";"1323190";"4366487";
"2019-07-16 18:20:00";"11839";"3408";"3384";"1612";"112290";"575";"594";"544";"49";"233";"5";"0";"50740";"5915";"5685";"2950";"3592";"5680";"632";"28691";"282125";"1";"0";"10156500";"-15894";"23384";"9304";"235";"233";"232";"17332";"2846";"23316";"-101600";"102800";"109300";"50.000";"0.358";"16792";"5691710";"1323190";"4367884";
"2019-07-16 18:25:00";"10962";"3166";"3138";"1494";"113210";"583";"594";"544";"49";"232";"5";"0";"47250";"5425";"5260";"2725";"3322";"5285";"630";"28460";"284501";"1";"0";"10242050";"-15782";"24128";"9142";"233";"232";"232";"17542";"2886";"23404";"-102520";"106540";"109940";"49.990";"0.369";"17486";"5693230";"1323190";"4369303";
"2019-07-16 18:30:00";"9333";"2704";"2698";"1278";"114000";"579";"590";"543";"49";"232";"5";"0";"40015";"4600";"4495";"2315";"2865";"4490";"622";"27880";"286826";"1";"0";"10325736";"-17170";"25756";"9554";"234";"231";"231";"18158";"3538";"25028";"-108140";"113880";"116960";"50.000";"0.362";"18138";"5694720";"1323190";"4370812";
"2019-07-16 18:35:00";"2506";"741";"741";"345";"114210";"561";"561";"521";"48";"234";"5";"0";"11295";"1300";"1315";"645";"779";"1300";"590";"13619";"287960";"1";"0";"10366586";"-12560";"17454";"6206";"235";"233";"234";"11396";"3298";"17014";"-74020";"78340";"79660";"49.990";"0.338";"11100";"5695680";"1323190";"4372127";
"2019-07-16 18:40:00";"3166";"912";"923";"428";"114470";"575";"575";"550";"48";"236";"5";"0";"13820";"1600";"1620";"785";"974";"1620";"602";"9161";"288723";"1";"0";"10394047";"-6848";"9790";"3102";"237";"235";"236";"5512";"2292";"8708";"-38340";"44000";"40720";"50.010";"0.341";"6050";"5696210";"1323190";"4372756";
"2019-07-16 18:45:00";"3400";"981";"999";"466";"114760";"584";"580";"549";"48";"236";"5";"0";"14715";"1675";"1710";"825";"1041";"1710";"607";"8658";"289447";"1";"0";"10420121";"-6730";"9384";"2582";"238";"235";"237";"4976";"2558";"8190";"-36540";"42580";"38020";"50.000";"0.318";"5240";"5696660";"1323190";"4373248";
"2019-07-16 18:50:00";"3855";"1089";"1138";"529";"115080";"569";"588";"547";"48";"236";"5";"0";"16610";"1925";"1930";"955";"1179";"1905";"613";"9838";"290266";"1";"0";"10449592";"-7020";"9572";"3474";"238";"235";"237";"6048";"2190";"8692";"-32840";"42940";"41180";"50.000";"0.327";"6022";"5697170";"1323190";"4373747";
"2019-07-16 18:55:00";"3388";"976";"1004";"468";"115360";"579";"584";"541";"47";"236";"5";"0";"14650";"1685";"1695";"840";"1033";"1690";"608";"8273";"290955";"1";"0";"10474402";"-7070";"8694";"3218";"238";"235";"237";"5624";"2326";"8288";"-35380";"39500";"39040";"50.000";"0.285";"4842";"5697590";"1323190";"4374209";
"2019-07-16 19:00:00";"3548";"1019";"1044";"487";"115650";"588";"586";"545";"47";"236";"5";"0";"15335";"1735";"1775";"880";"1077";"1765";"610";"8777";"291689";"1";"0";"10500813";"-6586";"8592";"3250";"238";"235";"237";"5624";"1886";"7576";"-37740";"38740";"36580";"50.010";"0.324";"5252";"5698030";"1323190";"4374641";
"2019-07-16 19:05:00";"5746";"1481";"1745";"804";"116120";"600";"600";"558";"47";"237";"5";"0";"24460";"2485";"2930";"1430";"1783";"2845";"629";"8659";"292415";"1";"0";"10526941";"-5956";"6590";"2478";"238";"236";"237";"4288";"1750";"6332";"-32240";"30660";"30660";"50.010";"0.226";"3122";"5698300";"1323190";"4375023";
"2019-07-16 19:10:00";"7404";"1819";"2338";"1070";"116740";"610";"603";"565";"46";"238";"5";"0";"31270";"2980";"3865";"1875";"2292";"3610";"633";"8512";"293123";"1";"0";"10552463";"-5198";"4438";"1812";"238";"237";"238";"3350";"1044";"5278";"-27500";"21560";"25760";"50.000";"0.110";"1054";"5698390";"1323190";"4375147";
"2019-07-16 19:15:00";"6110";"1603";"2072";"940";"117260";"602";"600";"573";"46";"239";"5";"0";"25770";"2650";"3450";"1625";"1610";"2535";"632";"7873";"293779";"1";"0";"10576061";"-5094";"4706";"2096";"239";"238";"238";"3444";"766";"5608";"-27340";"22360";"27340";"50.000";"0.171";"1704";"5698530";"1323190";"4375266";
"2019-07-16 19:20:00";"5094";"1359";"1782";"813";"117680";"601";"596";"573";"46";"238";"5";"0";"21540";"2265";"2980";"1400";"1255";"1965";"637";"7357";"294391";"1";"0";"10598086";"-4868";"5026";"2054";"239";"238";"238";"3556";"888";"5912";"-26820";"23640";"28380";"50.000";"0.211";"2208";"5698710";"1323190";"4375435";
"2019-07-16 19:25:00";"4153";"1143";"1545";"702";"118030";"595";"595";"569";"45";"238";"5";"0";"17575";"1915";"2590";"1210";"880";"1315";"649";"6893";"294966";"1";"0";"10618777";"-4980";"5388";"2302";"240";"238";"237";"3884";"714";"6152";"-28000";"25000";"29820";"50.000";"0.246";"2704";"5698930";"1323190";"4375625";
"2019-07-16 19:30:00";"3560";"967";"1351";"616";"118330";"567";"592";"568";"45";"238";"5";"0";"15075";"1700";"2275";"1075";"741";"1145";"656";"6540";"295510";"1";"0";"10638384";"-4970";"5492";"2434";"240";"238";"237";"4034";"710";"6224";"-28380";"25340";"30160";"50.000";"0.261";"2960";"5699180";"1323190";"4375871";
"2019-07-16 19:35:00";"3002";"730";"1149";"552";"118580";"586";"572";"568";"45";"238";"5";"0";"12800";"1255";"2015";"960";"683";"1015";"659";"6065";"296015";"1";"0";"10656546";"-4946";"5456";"2514";"239";"238";"238";"4104";"662";"6222";"-28460";"25260";"30260";"49.980";"0.265";"3030";"5699430";"1323190";"4376126";
"2019-07-16 19:40:00";"2580";"637";"915";"501";"118800";"601";"521";"563";"45";"239";"5";"0";"11090";"1100";"1755";"885";"633";"995";"648";"4559";"296394";"1";"0";"10670215";"-5198";"4738";"2430";"240";"239";"238";"4132";"436";"5480";"-29200";"22600";"27420";"49.990";"0.192";"1964";"5699600";"1323190";"4376333";
"2019-07-16 19:45:00";"2368";"592";"878";"419";"118990";"612";"572";"559";"45";"239";"5";"0";"10255";"940";"1525";"755";"571";"895";"633";"4357";"296757";"1";"0";"10683273";"-5254";"4916";"2320";"238";"239";"239";"4174";"504";"5430";"-29580";"23300";"27000";"50.010";"0.193";"1984";"5699770";"1323190";"4376499";
"2019-07-16 19:50:00";"2204";"559";"806";"399";"119180";"586";"566";"559";"45";"239";"5";"0";"9630";"905";"1415";"700";"540";"885";"621";"2920";"296999";"1";"0";"10691973";"-3696";"2982";"1432";"240";"239";"238";"2540";"308";"3324";"-20100";"14080";"16600";"50.010";"0.407";"704";"5699860";"1323220";"4376635";
"2019-07-16 19:55:00";"2000";"538";"664";"363";"119340";"601";"584";"555";"45";"240";"5";"0";"8805";"890";"1160";"625";"521";"800";"615";"1252";"297103";"1";"0";"10695720";"-482";"-98";"-150";"241";"240";"240";"-214";"174";"-368";"-2400";"-1240";"-1700";"50.010";"0.818";"-760";"5699860";"1323290";"4376603";
"2019-07-16 20:00:00";"1776";"512";"529";"311";"119490";"601";"569";"535";"45";"240";"5";"0";"7940";"805";"930";"575";"511";"800";"610";"1147";"297197";"1";"0";"10699126";"-520";"-4";"-82";"241";"240";"240";"-146";"200";"-248";"-2400";"-840";"-1080";"50.020";"0.816";"-636";"5699860";"1323340";"4376543";
"2019-07-16 20:05:00";"1651";"492";"492";"266";"119630";"590";"586";"557";"45";"240";"5";"0";"7480";"800";"810";"485";"496";"800";"605";"922";"297274";"1";"0";"10701884";"-592";"2";"-118";"241";"240";"240";"-106";"200";"-336";"-2620";"480";"-1600";"49.990";"0.941";"-738";"5699860";"1323400";"4376485";
"2019-07-16 20:10:00";"1450";"443";"440";"220";"119750";"583";"577";"524";"45";"240";"5";"0";"6665";"780";"780";"405";"444";"795";"599";"875";"297347";"1";"0";"10704498";"-618";"48";"-20";"240";"240";"241";"-36";"200";"-156";"-2700";"1200";"-740";"49.980";"0.860";"-584";"5699860";"1323460";"4376421";
"2019-07-16 20:15:00";"1287";"394";"396";"188";"119860";"578";"572";"530";"45";"241";"5";"0";"6005";"690";"700";"335";"399";"615";"592";"1106";"297439";"1";"0";"10707806";"-214";"100";"-70";"241";"241";"241";"-52";"200";"-230";"-1240";"1200";"-1200";"50.000";"0.891";"-188";"5699860";"1323480";"4376391";
"2019-07-16 20:20:00";"1168";"357";"361";"168";"119960";"575";"570";"529";"44";"241";"5";"0";"5550";"600";"615";"300";"362";"600";"590";"972";"297519";"1";"0";"10710715";"-226";"30";"-6";"241";"241";"241";"-28";"108";"-132";"-1200";"1040";"-740";"49.990";"0.862";"-202";"5699860";"1323500";"4376372";
"2019-07-16 20:25:00";"1035";"321";"324";"151";"120040";"571";"568";"539";"44";"241";"5";"0";"5095";"575";"600";"300";"324";"600";"589";"982";"297601";"1";"0";"10713657";"-234";"150";"2";"241";"241";"241";"-14";"42";"-92";"-1220";"1200";"-420";"50.000";"0.662";"-60";"5699870";"1323510";"4376365";
"2019-07-16 20:30:00";"885";"277";"280";"134";"120120";"568";"562";"534";"44";"241";"5";"0";"4415";"480";"485";"215";"279";"440";"584";"340";"297629";"1";"0";"10714660";"-832";"212";"70";"242";"241";"240";"84";"46";"16";"-3600";"1200";"-200";"50.010";"0.903";"-554";"5699870";"1323560";"4376337";
"2019-07-16 20:35:00";"660";"212";"213";"108";"120170";"559";"554";"526";"44";"241";"5";"0";"3180";"400";"400";"200";"213";"400";"577";"166";"297643";"1";"0";"10715150";"-846";"280";"38";"242";"241";"240";"130";"40";"12";"-3600";"1560";"860";"50.000";"0.920";"-504";"5699870";"1323600";"4376290";
"2019-07-16 20:40:00";"521";"173";"174";"88";"120220";"549";"539";"521";"44";"241";"5";"0";"2425";"315";"330";"165";"174";"325";"571";"153";"297655";"1";"0";"10715598";"-806";"324";"62";"241";"241";"241";"164";"44";"58";"-3380";"1620";"900";"50.010";"0.836";"-378";"5699870";"1323640";"4376251";
"2019-07-16 20:45:00";"412";"141";"142";"71";"120250";"546";"541";"513";"44";"240";"5";"0";"1740";"250";"250";"100";"143";"205";"563";"99";"297663";"1";"0";"10715887";"-756";"360";"40";"240";"241";"241";"196";"42";"0";"-3220";"1620";"640";"50.010";"0.762";"-316";"5699870";"1323660";"4376221";
"2019-07-16 20:50:00";"281";"101";"103";"52";"120280";"532";"530";"505";"44";"241";"5";"0";"1125";"200";"200";"100";"103";"200";"551";"289";"297687";"1";"0";"10716751";"-564";"402";"148";"241";"241";"241";"224";"42";"148";"-2760";"2000";"1280";"50.020";"0.604";"2";"5699880";"1323680";"4376199";
"2019-07-16 20:55:00";"200";"78";"79";"40";"120290";"522";"521";"493";"44";"241";"5";"0";"810";"180";"195";"100";"76";"180";"540";"497";"297728";"1";"0";"10718231";"-244";"438";"118";"241";"241";"241";"208";"44";"102";"-1600";"2000";"1080";"50.040";"0.602";"292";"5699910";"1323680";"4376213";
"2019-07-16 21:00:00";"111";"55";"55";"28";"120300";"512";"507";"481";"44";"240";"5";"0";"465";"100";"105";"40";"55";"110";"523";"435";"297764";"1";"0";"10719521";"-270";"456";"120";"241";"240";"241";"240";"40";"136";"-1740";"2000";"1080";"50.040";"0.597";"320";"5699930";"1323680";"4376241";
"2019-07-16 21:05:00";"58";"39";"39";"20";"120310";"494";"486";"468";"44";"240";"5";"0";"270";"100";"100";"0";"39";"60";"504";"465";"297802";"1";"0";"10720892";"-294";"546";"146";"240";"240";"241";"238";"108";"142";"-1880";"2440";"1080";"49.980";"0.599";"402";"5699970";"1323680";"4376273";
"2019-07-16 21:10:00";"46";"33";"35";"16";"120310";"482";"484";"462";"43";"240";"5";"0";"195";"90";"65";"0";"35";"0";"502";"35";"297805";"1";"0";"10720989";"-814";"602";"144";"241";"240";"240";"326";"162";"142";"-3640";"2800";"1080";"50.000";"0.143";"-36";"5699970";"1323680";"4376290";
"2019-07-16 21:15:00";"7";"19";"20";"8";"120310";"456";"462";"445";"43";"239";"5";"0";"15";"0";"0";"0";"20";"0";"489";"0";"297805";"1";"0";"10720989";"-804";"608";"120";"240";"239";"240";"324";"160";"104";"-3600";"2800";"800";"50.010";"0.101";"-44";"5699970";"1323690";"4376285";
"2019-07-16 21:20:00";"0";"4";"3";"2";"120310";"364";"385";"379";"43";"239";"2";"0";"135";"0";"0";"0";"3";"0";"404";"88";"297812";"1";"0";"10721254";"-798";"628";"212";"240";"239";"239";"362";"144";"224";"-3640";"2800";"1420";"50.000";"0.114";"68";"5699980";"1323690";"4376289";
"2019-07-16 21:25:00";"0";"0";"0";"0";"120310";"22";"22";"22";"43";"35";"16";"0";"0";"0";"0";"0";"0";"0";"22";"76";"297818";"1";"0";"10721479";"-746";"600";"200";"240";"239";"239";"400";"84";"40";"-3600";"2800";"800";"50.020";"0.140";"76";"5699990";"1323690";"4376295";
"2019-07-16 21:30:00";"0";"0";"0";"0";"120310";"0";"0";"0";"43";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"140";"297830";"1";"0";"10721907";"-700";"548";"272";"239";"239";"239";"392";"28";"164";"-3400";"2280";"1360";"50.030";"0.184";"140";"5700000";"1323690";"4376303";
"2019-07-16 21:35:00";"0";"0";"0";"0";"120310";"0";"0";"0";"43";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"540";"297875";"1";"0";"10723525";"-192";"504";"236";"239";"238";"239";"324";"0";"102";"-1760";"2000";"1080";"50.000";"0.786";"540";"5700050";"1323690";"4376334";
"2019-07-16 21:40:00";"0";"0";"0";"0";"120310";"0";"0";"0";"42";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"538";"297920";"1";"0";"10725138";"-202";"484";"260";"239";"239";"239";"332";"0";"138";"-2000";"2000";"1320";"50.010";"0.754";"538";"5700090";"1323690";"4376380";
