"";"Inverter: INV 1 (#1, 1/21010730236TJ9902137)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BiDirectionalMeter: MET 1 (#2, 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"";"Pac (W)";"Pdc1 (W)";"Pdc2 (W)";"Pdc3 (W)";"Yield (Wh)";"Udc1 (V)";"Udc2 (V)";"Udc3 (V)";"Temperature (°C)";"Uac (V)";"Status";"Error";"Iac (mA)";"Idc1 (mA)";"Idc2 (mA)";"Idc3 (mA)";"Pdc4 (W)";"Idc4 (mA)";"Udc4 (V)";"Pac (W)";"Yield (Wh)";"Status";"Error";"Etotal_C (WattEver)";"Pac1 (W)";"Pac2 (W)";"Pac3 (W)";"Uac1 (V)";"Uac2 (V)";"Uac3 (V)";"Qac1 (var)";"Qac2 (var)";"Qac3 (var)";"Iac1 (mA)";"Iac2 (mA)";"Iac3 (mA)";"Fac (Hz)";"Cos(Phi)";"Pac raw (W)";"Etotal Forward (Wh)";"Etotal Reverse (Wh)";"Etotal Raw (Wh)";
"2019-07-06 15:00:00";"18374";"5292";"5329";"2504";"129730";"576";"573";"533";"50";"237";"5";"0";"78390";"9080";"9290";"4660";"5850";"9085";"613";"12637";"122842";"1";"0";"4422333";"2502";"-5640";"-3002";"237";"236";"236";"-5088";"288";"-4758";"23880";"-23840";"-23700";"50.000";"0.543";"-6140";"4519990";"1121040";"3399440";
"2019-07-06 15:05:00";"11789";"3461";"3470";"1665";"130710";"570";"571";"533";"50";"236";"5";"0";"49720";"5835";"5885";"3060";"3530";"5840";"606";"7922";"123502";"1";"0";"4446098";"1440";"-3526";"-1972";"236";"235";"236";"-3242";"282";"-2996";"14960";"-14960";"-15120";"49.990";"0.567";"-4060";"4519990";"1121380";"3398761";
"2019-07-06 15:10:00";"12421";"3546";"3550";"1678";"131740";"575";"574";"541";"50";"236";"5";"0";"52865";"6165";"6210";"3095";"3744";"6115";"615";"8023";"124169";"1";"0";"4470118";"1544";"-3682";"-2018";"235";"235";"236";"-3388";"280";"-3060";"15800";"-15580";"-15480";"50.000";"0.562";"-4154";"4519990";"1121720";"3398447";
"2019-07-06 15:15:00";"16811";"4789";"4809";"2292";"133140";"580";"580";"540";"49";"236";"5";"0";"70995";"8265";"8270";"4250";"5080";"8285";"617";"11074";"125092";"1";"0";"4503341";"2280";"-5144";"-2792";"236";"235";"236";"-4690";"280";"-4386";"22000";"-21760";"-21980";"50.000";"0.542";"-5658";"4519990";"1122200";"3398025";
"2019-07-06 15:20:00";"14841";"4217";"4227";"2029";"134370";"577";"577";"541";"49";"236";"5";"0";"62725";"7315";"7315";"3710";"4443";"7330";"613";"9737";"125904";"1";"0";"4532552";"1890";"-4480";"-2452";"236";"235";"236";"-4096";"282";"-3812";"19060";"-19000";"-19120";"50.000";"0.551";"-5044";"4519990";"1122620";"3397571";
"2019-07-06 15:25:00";"18026";"5121";"5098";"2402";"135900";"575";"577";"538";"49";"236";"5";"0";"76535";"8805";"8905";"4415";"5741";"9255";"611";"11650";"126877";"1";"0";"4567577";"1956";"-5554";"-2992";"237";"236";"235";"-4960";"294";"-4726";"22420";"-23480";"-23640";"50.000";"0.579";"-6588";"4519990";"1123180";"3397058";
"2019-07-06 15:30:00";"28425";"8170";"8209";"3851";"138230";"570";"567";"537";"49";"237";"5";"0";"120265";"14075";"14460";"7115";"8607";"14310";"607";"17434";"128329";"1";"0";"4619870";"3664";"-8934";"-4770";"237";"236";"236";"-7966";"336";"-7580";"36820";"-37640";"-37740";"50.000";"0.558";"-10044";"4519990";"1124000";"3396445";
"2019-07-06 15:35:00";"28488";"8256";"8292";"3989";"140630";"566";"565";"524";"49";"237";"5";"0";"118930";"14235";"14530";"7565";"8812";"14105";"601";"19114";"129922";"1";"0";"4677203";"3680";"-8874";"-4794";"237";"236";"236";"-7994";"416";"-7576";"36900";"-37460";"-37800";"49.990";"0.552";"-9986";"4519990";"1124840";"3395570";
"2019-07-06 15:40:00";"18926";"5331";"5351";"2624";"142210";"552";"554";"526";"49";"237";"5";"0";"80300";"9730";"9805";"4825";"5647";"9485";"596";"11607";"130889";"1";"0";"4712007";"2038";"-5656";"-3146";"237";"236";"236";"-5120";"414";"-4768";"23160";"-23840";"-24180";"49.990";"0.590";"-6772";"4519990";"1125410";"3394896";
"2019-07-06 15:45:00";"19652";"5615";"5605";"2659";"143860";"562";"559";"525";"49";"237";"5";"0";"83170";"9930";"9990";"5015";"6170";"9900";"601";"13267";"131991";"1";"0";"4751692";"2148";"-5938";"-3332";"236";"236";"236";"-5352";"412";"-5092";"24320";"-25060";"-25640";"49.990";"0.584";"-7118";"4519990";"1126020";"3394274";
"2019-07-06 15:50:00";"14289";"4076";"4081";"1933";"145050";"561";"563";"527";"50";"236";"5";"0";"60605";"7275";"7265";"3650";"4347";"7235";"602";"8923";"132737";"1";"0";"4778551";"1280";"-4256";"-2374";"236";"236";"236";"-3822";"340";"-3464";"17000";"-17980";"-17700";"50.000";"0.612";"-5350";"4519990";"1126470";"3393733";
"2019-07-06 15:55:00";"15276";"4349";"4361";"2082";"146330";"570";"572";"535";"50";"236";"5";"0";"65140";"7620";"7680";"3815";"4771";"7535";"610";"9484";"133525";"1";"0";"4806908";"1458";"-4608";"-2598";"236";"236";"236";"-4114";"300";"-3848";"18380";"-19440";"-19560";"49.990";"0.603";"-5750";"4519990";"1126950";"3393259";
"2019-07-06 16:00:00";"20476";"5665";"5688";"2673";"148060";"577";"574";"533";"50";"237";"5";"0";"87505";"10140";"10450";"5205";"6267";"10215";"614";"13282";"134632";"1";"0";"4846787";"2294";"-6288";"-3416";"237";"237";"237";"-5586";"298";"-5240";"25380";"-26480";"-26260";"50.000";"0.584";"-7406";"4519990";"1127580";"3392695";
"2019-07-06 16:05:00";"12872";"3675";"3685";"1747";"149130";"568";"569";"534";"50";"237";"5";"0";"54465";"6480";"6470";"3270";"3871";"6385";"608";"7719";"135276";"1";"0";"4869943";"1082";"-3824";"-2206";"237";"236";"236";"-3460";"292";"-3182";"15180";"-16200";"-16300";"50.040";"0.617";"-4946";"4519990";"1127990";"3392199";
"2019-07-06 16:10:00";"21786";"6177";"6218";"2944";"150910";"574";"574";"538";"50";"237";"5";"0";"92075";"10810";"10900";"5510";"6439";"10720";"612";"13001";"136356";"1";"0";"4908828";"2508";"-6764";"-3644";"237";"237";"238";"-6006";"280";"-5630";"27380";"-28480";"-28020";"50.010";"0.580";"-7894";"4519990";"1128640";"3391699";
"2019-07-06 16:15:00";"19888";"5720";"5757";"2740";"152630";"564";"562";"529";"50";"237";"5";"0";"85235";"10060";"10220";"5135";"6020";"9805";"606";"14018";"137519";"1";"0";"4950705";"2184";"-6042";"-3302";"237";"236";"237";"-5406";"290";"-5046";"24520";"-25460";"-25320";"50.010";"0.592";"-7156";"4519990";"1129270";"3390972";
"2019-07-06 16:20:00";"13225";"3766";"3787";"1768";"153720";"566";"567";"535";"50";"236";"5";"0";"56410";"6675";"6710";"3320";"3978";"6525";"610";"8030";"138186";"1";"0";"4974722";"1316";"-3924";"-2182";"237";"236";"236";"-3582";"300";"-3308";"16100";"-16620";"-16660";"50.000";"0.597";"-4796";"4519990";"1129670";"3390528";
"2019-07-06 16:25:00";"13493";"3830";"3829";"1816";"154850";"574";"571";"534";"50";"237";"5";"0";"57060";"6690";"6760";"3390";"4151";"6740";"609";"9057";"138939";"1";"0";"5001833";"1572";"-3956";"-2270";"237";"236";"237";"-3712";"366";"-3510";"16940";"-16800";"-17540";"49.980";"0.566";"-4664";"4519990";"1130060";"3390096";
"2019-07-06 16:30:00";"13427";"3787";"3796";"1799";"155960";"576";"576";"538";"50";"236";"5";"0";"56905";"6645";"6665";"3385";"3997";"6630";"614";"8859";"139677";"1";"0";"5028386";"1546";"-3886";"-2180";"237";"236";"236";"-3660";"400";"-3352";"16720";"-16480";"-16820";"50.000";"0.568";"-4526";"4519990";"1130440";"3389732";
"2019-07-06 16:35:00";"20401";"5895";"5899";"2803";"157640";"576";"577";"541";"50";"237";"5";"0";"86125";"10095";"10135";"5115";"6306";"9980";"614";"12689";"140734";"1";"0";"5066459";"2690";"-6208";"-3392";"237";"237";"237";"-5674";"420";"-5408";"26320";"-26180";"-26820";"50.000";"0.549";"-6906";"4519990";"1131010";"3389299";
"2019-07-06 16:40:00";"20067";"5778";"5772";"2748";"159360";"565";"563";"533";"49";"237";"5";"0";"84830";"9930";"10050";"5060";"6406";"10400";"601";"13673";"141878";"1";"0";"5107626";"2296";"-6152";"-3358";"237";"236";"237";"-5568";"424";"-5356";"25420";"-25920";"-26480";"49.990";"0.574";"-7208";"4519990";"1131620";"3388619";
"2019-07-06 16:45:00";"17469";"4856";"4897";"2302";"160750";"567";"568";"528";"49";"237";"5";"0";"74190";"8765";"8835";"4500";"5115";"8730";"608";"10146";"142722";"1";"0";"5138002";"1666";"-5270";"-2856";"237";"236";"237";"-4712";"298";"-4500";"21040";"-22180";"-22420";"49.990";"0.593";"-6454";"4519990";"1132150";"3388122";
"2019-07-06 16:50:00";"23260";"6644";"6707";"3194";"162710";"561";"557";"522";"49";"238";"5";"0";"98180";"11820";"12100";"6080";"6947";"11640";"598";"15629";"144030";"1";"0";"5185089";"2654";"-7248";"-3886";"238";"237";"237";"-6458";"320";"-6276";"29260";"-30480";"-30960";"50.000";"0.571";"-8480";"4519990";"1132860";"3387420";
"2019-07-06 16:55:00";"16193";"4618";"4645";"2195";"164060";"563";"563";"527";"49";"237";"5";"0";"68705";"8180";"8245";"4180";"4850";"8105";"605";"9917";"144853";"1";"0";"5214743";"1510";"-4912";"-2704";"237";"236";"236";"-4408";"308";"-4232";"19540";"-20680";"-21220";"50.010";"0.592";"-6112";"4519990";"1133370";"3386872";
"2019-07-06 17:00:00";"18785";"5237";"5349";"2477";"165610";"567";"560";"531";"50";"237";"5";"0";"78660";"9385";"9645";"4795";"5610";"9415";"602";"12366";"145884";"1";"0";"5251831";"2030";"-5716";"-3062";"238";"236";"237";"-5128";"302";"-4862";"23180";"-24100";"-24120";"50.010";"0.584";"-6748";"4519990";"1133940";"3386281";
"2019-07-06 17:05:00";"8939";"2559";"2569";"1214";"166360";"560";"559";"527";"50";"236";"5";"0";"38050";"4570";"4605";"2305";"2700";"4510";"602";"5340";"146328";"1";"0";"5267843";"440";"-2520";"-1504";"237";"236";"236";"-2322";"292";"-2178";"9960";"-10660";"-11200";"50.040";"0.649";"-3576";"4519990";"1134240";"3385893";
"2019-07-06 17:10:00";"24039";"6783";"6942";"3310";"168350";"582";"572";"534";"50";"239";"5";"0";"101410";"11575";"12065";"6160";"7247";"11695";"617";"15161";"147591";"1";"0";"5313287";"3244";"-7488";"-4022";"239";"238";"238";"-6702";"318";"-6462";"31140";"-31420";"-31940";"50.030";"0.540";"-8272";"4519990";"1134930";"3385390";
"2019-07-06 17:15:00";"21572";"6042";"6186";"2964";"170140";"583";"560";"529";"50";"239";"5";"0";"90515";"10350";"11045";"5575";"6586";"10740";"613";"14359";"148787";"1";"0";"5356355";"3014";"-6706";"-3590";"238";"237";"238";"-6026";"314";"-5760";"28220";"-28120";"-28400";"50.000";"0.538";"-7278";"4519990";"1135540";"3384743";
"2019-07-06 17:20:00";"21816";"6119";"6255";"2991";"171960";"579";"556";"526";"50";"238";"5";"0";"91585";"10540";"11230";"5660";"6668";"10960";"607";"14560";"150000";"1";"0";"5400020";"3068";"-6670";"-3632";"238";"237";"238";"-6104";"436";"-5816";"28600";"-28080";"-28740";"50.010";"0.530";"-7240";"4519990";"1136140";"3384141";
"2019-07-06 17:25:00";"18777";"5102";"5240";"2503";"173500";"575";"566";"532";"50";"238";"5";"0";"79510";"9170";"9510";"4855";"5574";"9520";"607";"12662";"151055";"1";"0";"5437997";"2580";"-5666";"-3124";"237";"237";"237";"-5232";"414";"-4928";"24520";"-21140";"-21760";"50.000";"0.538";"-6208";"4519990";"1136650";"3383587";
"2019-07-06 17:30:00";"19254";"5370";"5452";"2638";"175090";"581";"578";"527";"50";"238";"5";"0";"81015";"9325";"9485";"5040";"5791";"9605";"609";"12924";"152132";"1";"0";"5476761";"2662";"-5840";"-3172";"237";"237";"238";"-5390";"416";"-5040";"25300";"-24560";"-24920";"50.000";"0.535";"-6350";"4519990";"1137180";"3383063";
"2019-07-06 17:35:00";"18834";"5340";"5358";"2618";"176670";"581";"582";"529";"50";"238";"5";"0";"79205";"9155";"9170";"4910";"5769";"9455";"608";"12565";"153179";"1";"0";"5514448";"2604";"-5724";"-3170";"238";"237";"237";"-5282";"400";"-5030";"24640";"-24140";"-24940";"49.990";"0.536";"-6290";"4519990";"1137700";"3382535";
"2019-07-06 17:40:00";"19024";"5400";"5385";"2639";"178260";"581";"584";"529";"50";"238";"5";"0";"79920";"9280";"9200";"4955";"5834";"9525";"610";"12696";"154236";"1";"0";"5552508";"2654";"-5864";"-3156";"238";"237";"237";"-5338";"320";"-5008";"24940";"-24660";"-24840";"49.990";"0.538";"-6366";"4519990";"1138240";"3382006";
"2019-07-06 17:45:00";"17720";"5016";"5039";"2460";"179740";"582";"583";"533";"50";"238";"5";"0";"74605";"8565";"8575";"4560";"5431";"8880";"613";"11251";"155173";"1";"0";"5586254";"1888";"-5428";"-2938";"238";"236";"238";"-4868";"318";"-4656";"21860";"-22860";"-23100";"49.990";"0.575";"-6478";"4519990";"1138780";"3381470";
"2019-07-06 17:50:00";"17141";"4849";"4878";"2374";"181170";"585";"585";"534";"50";"237";"5";"0";"72245";"8270";"8340";"4425";"5236";"8530";"611";"10927";"156084";"1";"0";"5619028";"1788";"-5236";"-2840";"238";"236";"237";"-4698";"318";"-4472";"21140";"-22060";"-22240";"49.990";"0.580";"-6284";"4519990";"1139300";"3380931";
"2019-07-06 17:55:00";"16273";"4663";"4657";"2269";"182530";"585";"586";"535";"50";"237";"5";"0";"68475";"7930";"7905";"4205";"4950";"8040";"613";"10244";"156938";"1";"0";"5649774";"1618";"-4958";"-2732";"238";"237";"237";"-4442";"316";"-4302";"19780";"-20900";"-21400";"50.000";"0.585";"-6070";"4519990";"1139810";"3380417";
"2019-07-06 18:00:00";"15178";"4333";"4296";"2106";"183800";"582";"584";"535";"50";"237";"5";"0";"64025";"7435";"7370";"3925";"4604";"7420";"620";"9544";"157733";"1";"0";"5678405";"1426";"-4590";"-2514";"238";"236";"237";"-4106";"308";"-3910";"18240";"-19440";"-19520";"49.980";"0.592";"-5678";"4519990";"1140290";"3379927";
"2019-07-06 18:05:00";"14769";"4235";"4189";"2050";"185030";"573";"590";"541";"50";"237";"5";"0";"62235";"7370";"7100";"3775";"4439";"7125";"624";"9190";"158499";"1";"0";"5705964";"1348";"-4460";"-2484";"238";"237";"237";"-3974";"308";"-3856";"17600";"-18780";"-19280";"50.010";"0.597";"-5590";"4519990";"1140750";"3379458";
"2019-07-06 18:10:00";"14537";"4170";"4147";"2016";"186240";"568";"590";"541";"49";"237";"5";"0";"61290";"7330";"7010";"3715";"4348";"6910";"627";"9204";"159266";"1";"0";"5733580";"1342";"-4338";"-2368";"238";"237";"237";"-3944";"344";"-3670";"17460";"-18220";"-18360";"50.000";"0.593";"-5362";"4519990";"1141200";"3378998";
"2019-07-06 18:15:00";"13463";"3866";"3821";"1874";"187360";"588";"592";"541";"49";"237";"5";"0";"56780";"6575";"6455";"3450";"4048";"6495";"621";"8523";"159976";"1";"0";"5759146";"1176";"-3896";"-2266";"238";"237";"237";"-3648";"414";"-3484";"15980";"-16480";"-17460";"50.000";"0.596";"-4980";"4519990";"1141620";"3378563";
"2019-07-06 18:20:00";"13039";"3752";"3718";"1810";"188450";"589";"591";"543";"49";"238";"5";"0";"54805";"6320";"6260";"3310";"3934";"6275";"623";"8222";"160660";"1";"0";"5783787";"1100";"-3760";"-2148";"238";"237";"237";"-3520";"436";"-3298";"15440";"-15900";"-16460";"50.000";"0.602";"-4820";"4519990";"1142020";"3378160";
"2019-07-06 18:25:00";"13209";"3791";"3794";"1839";"189560";"591";"590";"543";"49";"238";"5";"0";"55660";"6400";"6415";"3370";"3925";"6255";"626";"8333";"161354";"1";"0";"5808778";"1130";"-3826";"-2198";"239";"237";"237";"-3578";"434";"-3372";"15680";"-16180";"-16840";"50.000";"0.600";"-4892";"4519990";"1142430";"3377751";
"2019-07-06 18:30:00";"12408";"3504";"3607";"1740";"190590";"578";"590";"545";"49";"238";"5";"0";"52295";"6050";"6100";"3165";"3704";"5890";"628";"7794";"162004";"1";"0";"5832159";"1052";"-3626";"-2082";"238";"237";"237";"-3352";"362";"-3176";"14680";"-15280";"-15960";"50.000";"0.603";"-4662";"4519990";"1142820";"3377351";
"2019-07-06 18:35:00";"11122";"3150";"3222";"1575";"191520";"559";"595";"547";"49";"238";"5";"0";"46945";"5605";"5405";"2860";"3329";"5330";"622";"7408";"162621";"1";"0";"5854376";"1316";"-3242";"-1846";"238";"237";"238";"-3038";"302";"-2764";"13840";"-13620";"-13940";"50.010";"0.567";"-3772";"4519990";"1143140";"3377001";
"2019-07-06 18:40:00";"10574";"2984";"3075";"1511";"192400";"566";"591";"546";"49";"237";"5";"0";"44650";"5250";"5180";"2760";"3149";"5060";"624";"6963";"163201";"1";"0";"5875258";"1210";"-3056";"-1784";"238";"237";"237";"-2854";"300";"-2648";"13020";"-12960";"-13420";"50.000";"0.574";"-3638";"4519990";"1143440";"3376693";
"2019-07-06 18:45:00";"9871";"2786";"2883";"1415";"193230";"570";"591";"548";"49";"237";"5";"0";"41705";"4880";"4870";"2565";"2919";"4635";"630";"6497";"163742";"1";"0";"5894742";"1080";"-2834";"-1664";"238";"237";"237";"-2644";"312";"-2454";"11960";"-11960";"-12400";"50.000";"0.580";"-3406";"4519990";"1143720";"3376399";
"2019-07-06 18:50:00";"8973";"2486";"2613";"1276";"193980";"564";"593";"548";"49";"237";"5";"0";"37910";"4425";"4400";"2320";"2678";"4250";"629";"5734";"164220";"1";"0";"5911937";"736";"-2538";"-1474";"237";"237";"237";"-2336";"318";"-2132";"10420";"-10700";"-10880";"49.990";"0.618";"-3276";"4519990";"1144000";"3376125";
"2019-07-06 18:55:00";"8596";"2318";"2547";"1251";"194690";"566";"596";"552";"48";"237";"5";"0";"36425";"4095";"4275";"2250";"2594";"4115";"629";"5199";"164653";"1";"0";"5927528";"352";"-2410";"-1376";"237";"237";"237";"-2218";"304";"-1962";"9400";"-10200";"-10080";"50.000";"0.664";"-3422";"4519990";"1144290";"3375840";
"2019-07-06 19:00:00";"8091";"2120";"2449";"1181";"195370";"539";"585";"557";"48";"237";"5";"0";"34310";"3930";"4165";"2115";"2467";"3890";"635";"4866";"165058";"1";"0";"5942119";"278";"-2242";"-1294";"238";"237";"237";"-2082";"290";"-1826";"8780";"-9500";"-9420";"50.010";"0.671";"-3252";"4519990";"1144560";"3375557";
"2019-07-06 19:05:00";"7400";"1960";"2256";"1064";"195990";"509";"584";"562";"48";"237";"5";"0";"31465";"3840";"3865";"1880";"2242";"3545";"629";"4343";"165420";"1";"0";"5955140";"46";"-1928";"-1210";"238";"237";"236";"-1882";"374";"-1686";"4980";"-8260";"-8760";"50.010";"0.699";"-3100";"4519990";"1144820";"3375287";
"2019-07-06 19:10:00";"6110";"1603";"1892";"896";"196500";"506";"588";"558";"48";"237";"5";"0";"26120";"3140";"3205";"1595";"1851";"2950";"624";"3503";"165715";"1";"0";"5965743";"-144";"-1464";"-990";"238";"236";"237";"-1504";"406";"-1308";"-6320";"-6400";"-6980";"50.010";"0.745";"-2638";"4519990";"1145050";"3375048";
"2019-07-06 19:15:00";"3968";"1095";"1196";"570";"196830";"563";"576";"544";"48";"236";"5";"0";"17215";"1945";"2075";"1025";"1195";"1940";"611";"2184";"165897";"1";"0";"5972294";"-492";"-758";"-634";"237";"236";"237";"-870";"400";"-700";"-4380";"-3760";"-4020";"50.020";"0.860";"-1926";"4519990";"1145210";"3374852";
"2019-07-06 19:20:00";"5396";"1368";"1731";"810";"197280";"589";"590";"557";"48";"237";"5";"0";"23290";"2330";"2955";"1450";"1568";"2500";"627";"2919";"166139";"1";"0";"5981029";"-204";"-1242";"-908";"238";"236";"236";"-1296";"414";"-1164";"-4480";"-5540";"-6220";"50.010";"0.764";"-2382";"4519990";"1145410";"3374679";
"2019-07-06 19:25:00";"4660";"1252";"1579";"741";"197670";"592";"589";"553";"47";"236";"5";"0";"20000";"2120";"2685";"1335";"1190";"1840";"646";"3042";"166392";"1";"0";"5990132";"102";"-1102";"-716";"236";"236";"237";"-1126";"280";"-846";"3840";"-4880";"-4720";"50.000";"0.728";"-1724";"4519990";"1145560";"3374501";
"2019-07-06 19:30:00";"2688";"767";"901";"423";"197900";"562";"573";"542";"47";"236";"5";"0";"12055";"1360";"1550";"770";"717";"1130";"617";"1654";"166530";"1";"0";"5995081";"-192";"-444";"-424";"237";"236";"236";"-556";"280";"-328";"-1980";"-2500";"-2420";"50.000";"0.842";"-1092";"4519990";"1145650";"3374381";
"2019-07-06 19:35:00";"2146";"632";"655";"313";"198080";"566";"569";"537";"47";"236";"5";"0";"9940";"1140";"1145";"580";"651";"1085";"601";"1235";"166632";"1";"0";"5998778";"-286";"-264";"-326";"237";"236";"236";"-402";"280";"-172";"-2400";"-1960";"-1700";"49.990";"0.908";"-918";"4519990";"1145730";"3374300";
"2019-07-06 19:40:00";"1652";"496";"509";"240";"198220";"573";"566";"533";"47";"237";"5";"0";"7960";"860";"890";"435";"503";"845";"598";"834";"166701";"1";"0";"6001270";"-466";"-90";"-242";"237";"236";"237";"-254";"280";"-22";"-2500";"-1600";"-1100";"50.000";"0.939";"-840";"4519990";"1145800";"3374227";
"2019-07-06 19:45:00";"1397";"430";"439";"203";"198340";"569";"564";"532";"46";"236";"5";"0";"6895";"765";"775";"400";"435";"760";"584";"913";"166777";"1";"0";"6004004";"-270";"-16";"-170";"236";"236";"237";"-222";"280";"100";"-1700";"-1440";"-560";"49.990";"0.910";"-492";"4520000";"1145840";"3374173";
"2019-07-06 19:50:00";"1392";"424";"431";"201";"198450";"571";"567";"535";"46";"236";"5";"0";"6850";"760";"745";"395";"427";"755";"598";"888";"166851";"1";"0";"6006660";"-242";"-10";"-206";"236";"236";"237";"-218";"282";"50";"-1600";"-1600";"-880";"49.990";"0.956";"-498";"4520000";"1145890";"3374131";
"2019-07-06 19:55:00";"1448";"439";"452";"210";"198570";"574";"570";"536";"46";"237";"5";"0";"7060";"795";"800";"400";"444";"800";"597";"930";"166929";"1";"0";"6009444";"-240";"-28";"-206";"237";"237";"237";"-240";"286";"30";"-1600";"-1420";"-880";"49.990";"0.953";"-520";"4520000";"1145940";"3374086";
"2019-07-06 20:00:00";"1459";"439";"454";"210";"198690";"572";"571";"537";"46";"237";"5";"0";"7090";"785";"800";"400";"446";"800";"598";"1053";"167016";"1";"0";"6012595";"-240";"60";"-212";"237";"237";"237";"-240";"404";"30";"-1600";"2000";"-880";"49.990";"0.926";"-402";"4520000";"1145970";"3374047";
"2019-07-06 20:05:00";"1405";"426";"442";"205";"198810";"565";"569";"537";"46";"239";"5";"0";"6880";"760";"780";"380";"433";"755";"598";"595";"167065";"1";"0";"6014368";"-682";"68";"-204";"239";"239";"239";"-158";"438";"70";"-3100";"2000";"-1000";"49.980";"0.913";"-820";"4520000";"1146040";"3373995";
"2019-07-06 20:10:00";"1169";"359";"369";"171";"198910";"573";"565";"533";"45";"240";"5";"0";"5960";"630";"655";"300";"358";"600";"597";"240";"167085";"1";"0";"6015084";"-902";"142";"-182";"240";"240";"240";"-62";"440";"88";"-3960";"2020";"-860";"50.000";"0.877";"-940";"4520000";"1146120";"3373914";
"2019-07-06 20:15:00";"1020";"319";"327";"152";"199000";"560";"564";"531";"45";"240";"5";"0";"5455";"595";"595";"300";"318";"600";"588";"123";"167095";"1";"0";"6015445";"-930";"150";"-140";"240";"241";"241";"-22";"392";"168";"-4000";"2060";"-560";"50.000";"0.841";"-916";"4520000";"1146200";"3373836";
"2019-07-06 20:20:00";"900";"286";"292";"137";"199070";"563";"561";"530";"45";"241";"5";"0";"4820";"505";"515";"235";"283";"440";"590";"14";"167097";"1";"0";"6015492";"-954";"134";"-160";"242";"241";"240";"0";"318";"142";"-3600";"1640";"-820";"50.000";"0.888";"-974";"4520000";"1146280";"3373754";
"2019-07-06 20:25:00";"803";"251";"259";"123";"199140";"562";"557";"528";"45";"241";"5";"0";"4230";"440";"480";"200";"252";"400";"586";"38";"167100";"1";"0";"6015607";"-952";"282";"-124";"242";"241";"241";"0";"300";"198";"-2000";"2000";"-240";"50.000";"0.835";"-784";"4520000";"1146350";"3373680";
"2019-07-06 20:30:00";"687";"222";"225";"108";"199200";"558";"558";"524";"45";"241";"5";"0";"3580";"400";"380";"200";"223";"400";"583";"33";"167103";"1";"0";"6015715";"-966";"316";"-90";"242";"241";"241";"2";"288";"230";"-4000";"2020";"-820";"50.000";"0.796";"-742";"4520000";"1146420";"3373615";
"2019-07-06 20:35:00";"601";"194";"198";"97";"199250";"555";"549";"523";"44";"241";"5";"0";"3045";"370";"365";"200";"188";"385";"578";"38";"167106";"1";"0";"6015830";"-982";"342";"-70";"242";"241";"241";"20";"296";"290";"-4000";"2020";"-540";"50.010";"0.742";"-704";"4520000";"1146480";"3373553";
"2019-07-06 20:40:00";"490";"163";"166";"83";"199290";"546";"547";"517";"44";"241";"5";"0";"2235";"300";"300";"145";"165";"265";"575";"24";"167108";"1";"0";"6015899";"-1000";"374";"-60";"242";"241";"241";"46";"282";"294";"-4120";"2260";"-800";"50.020";"0.721";"-684";"4520000";"1146540";"3373492";
"2019-07-06 20:45:00";"385";"132";"134";"67";"199320";"542";"537";"514";"44";"241";"5";"0";"1520";"205";"270";"100";"130";"200";"563";"21";"167110";"1";"0";"6015963";"-1022";"416";"-46";"242";"241";"241";"80";"306";"318";"-4320";"2400";"-1020";"50.020";"0.673";"-640";"4520000";"1146590";"3373435";
"2019-07-06 20:50:00";"338";"118";"120";"60";"199350";"538";"533";"508";"44";"241";"5";"0";"1440";"200";"215";"100";"112";"200";"562";"256";"167131";"0";"0";"6016722";"-574";"486";"-44";"243";"241";"241";"40";"354";"342";"-2480";"2720";"-1160";"50.010";"0.241";"-148";"4520000";"1146610";"3373396";
"2019-07-06 20:55:00";"254";"92";"98";"46";"199370";"532";"529";"503";"44";"241";"5";"0";"1050";"200";"200";"100";"88";"195";"551";"295";"167155";"0";"0";"6017596";"-514";"588";"-28";"242";"241";"242";"80";"436";"360";"-2380";"3200";"-1180";"50.020";"0.025";"36";"4520010";"1146610";"3373395";
"2019-07-06 21:00:00";"164";"69";"71";"36";"199380";"523";"517";"489";"44";"240";"5";"0";"650";"125";"110";"100";"65";"105";"539";"233";"167174";"1";"0";"6018281";"-498";"600";"-10";"241";"240";"240";"114";"412";"378";"-2400";"3200";"-1180";"50.020";"0.058";"66";"4520010";"1146610";"3373400";
"2019-07-06 21:05:00";"97";"48";"51";"23";"199390";"511";"508";"478";"43";"239";"5";"0";"375";"100";"100";"0";"47";"100";"527";"177";"167188";"1";"0";"6018801";"-516";"604";"4";"240";"238";"239";"132";"400";"394";"-2400";"3200";"-1160";"49.980";"0.079";"76";"4520020";"1146610";"3373404";
"2019-07-06 21:10:00";"37";"31";"31";"16";"199400";"485";"488";"463";"43";"239";"5";"0";"150";"70";"90";"0";"28";"20";"501";"51";"167193";"1";"0";"6018954";"-990";"536";"30";"240";"238";"238";"216";"300";"420";"-4180";"2780";"-1000";"49.970";"0.488";"-436";"4520020";"1146640";"3373394";
